locusId	accession	GI	scaffoldId	start	stop	strand	sysName	name	desc	COG	COGFun	COGDesc	TIGRFam	TIGRRoles	GO	EC	ECDesc
14247	NP_414643.1	16128094	7023	111846	111649	-	b0101	yacG	zinc-binding protein (NCBI)	COG3024	S	Uncharacterized protein conserved in bacteria			GO:0006355,GO:0003700,GO:0008270		
14248	NP_414644.1	16128095	7023	112599	111856	-	b0102	yacF	hypothetical protein (NCBI)	COG4582	S	Uncharacterized protein conserved in bacteria					
14249	NP_414645.1	16128096	7023	113219	112599	-	b0103	coaE	dephospho-CoA kinase (NCBI)	COG237	H	Dephospho-CoA kinase	TIGR00152 dephospho-CoA kinase [coaE]	Biosynthesis of cofactors, prosthetic groups, and carriers:Pantothenate and coenzyme A	GO:0004140,GO:0005524	2.7.1.24	Dephospho-CoA kinase.
14250	NP_414646.1	16128097	7023	113444	114487	+	b0104	guaC	guanosine 5'-monophosphate oxidoreductase (NCBI)	COG516	F	IMP dehydrogenase/GMP reductase	TIGR01305 guanosine monophosphate reductase [guaC]	Purines, pyrimidines, nucleosides, and nucleotides:Nucleotide and nucleoside interconversions	GO:0009117,GO:0003920	1.7.1.7	GMP reductase.
14252	NP_414648.1	16128099	7023	115724	114522	-	b0106	hofC	assembly protein in type IV pilin biogenesis, transmembrane protein (NCBI)	COG1459	NU	Type II secretory pathway, component PulF			GO:0015628,GO:0015627,GO:0016020,GO:0008565		
14253	NP_414649.1	16128100	7023	117099	115714	-	b0107	hofB	conserved protein with nucleoside triphosphate hydrolase domain (NCBI)	COG2804	NU	Type II secretory pathway, ATPase PulE/Tfp pilus assembly pathway, ATPase PilB			GO:0006810,GO:0005622,GO:0005524,GO:0017111		
14254	NP_414650.1	16128101	7023	117549	117109	-	b0108	ppdD	predicted major pilin subunit (NCBI)	COG4969	NU	Tfp pilus assembly protein, major pilin PilA	TIGR02532 prepilin-type N-terminal cleavage/methylation domain	Protein fate:Protein and peptide secretion and trafficking			
14255	NP_414651.1	16128102	7023	118645	117752	-	b0109	nadC	nicotinate-nucleotide pyrophosphorylase (NCBI)	COG157	H	Nicotinate-nucleotide pyrophosphorylase	TIGR00078 nicotinate-nucleotide diphosphorylase (carboxylating) [nadC]	Biosynthesis of cofactors, prosthetic groups, and carriers:Pyridine nucleotides	GO:0009435,GO:0004514	2.4.2.19	Nicotinate-nucleotide diphosphorylase (carboxylating).
14256	NP_414652.1	16128103	7023	118733	119284	+	b0110	ampD	N-acetyl-anhydromuranmyl-L-alanine amidase (NCBI)	COG3023	V	Negative regulator of beta-lactamase expression			GO:0009253,GO:0008745	3.5.1.28	N-acetylmuramoyl-L-alanine amidase.
14257	NP_414653.1	16128104	7023	119281	120135	+	b0111	ampE	predicted inner membrane protein (NCBI)	COG3725	V	Membrane protein required for beta-lactamase induction			GO:0009236,GO:0016021		
14258	NP_414654.1	16128105	7023	121551	120178	-	b0112	aroP	aromatic amino acid transporter (NCBI)	COG1113	E	Gamma-aminobutyrate permease and related permeases			GO:0006865,GO:0016021,GO:0000104,GO:0015171		
14259	NP_414655.1	16128106	7023	122092	122856	+	b0113	pdhR	transcriptional regulator of pyruvate dehydrogenase complex (NCBI)	COG2186	K	Transcriptional regulators			GO:0019217,GO:0006355,GO:0005622,GO:0003700,GO:0000062		
14260	NP_414656.1	16128107	7023	123017	125680	+	b0114	aceE	pyruvate dehydrogenase subunit E1 (NCBI)	COG2609	C	Pyruvate dehydrogenase complex, dehydrogenase (E1) component	TIGR00759 pyruvate dehydrogenase (acetyl-transferring), homodimeric type [aceE]		GO:0008152,GO:0004739	1.2.4.1	Pyruvate dehydrogenase (acetyl-transferring).
14261	NP_414657.1	16128108	7023	125695	127587	+	b0115	aceF	dihydrolipoamide acetyltransferase (NCBI)	COG508	C	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide acyltransferase (E2) component, and related enzymes	TIGR01348 dihydrolipoyllysine-residue acetyltransferase [aceF]	Energy metabolism:Pyruvate dehydrogenase	GO:0006096,GO:0009351,GO:0045254,GO:0004742,GO:0005515	2.3.1.12	Dihydrolipoyllysine-residue acetyltransferase.
14262	NP_414658.1	16128109	7023	127912	129336	+	b0116	lpd	dihydrolipoamide dehydrogenase (NCBI)	COG1249	C	Pyruvate/2-oxoglutarate dehydrogenase complex, dihydrolipoamide dehydrogenase (E3) component, and related enzymes	TIGR01350 dihydrolipoyl dehydrogenase [lpdA]		GO:0006118,GO:0045454,GO:0005737,GO:0004148,GO:0050660	1.8.1.4	Dihydrolipoyl dehydrogenase.
14263	NP_414659.1	16128110	7023	131260	129407	-	b0117	yacH	hypothetical protein (NCBI)								
14264	NP_414660.1	16128111	7023	131615	134212	+	b0118	acnB	aconitate hydratase (NCBI)	COG1049	C	Aconitase B	TIGR00117 aconitate hydratase 2 [acnB]	Energy metabolism:TCA cycle	GO:0006099,GO:0003994,GO:0005515,GO:0051539	4.2.1.3	Aconitate hydratase.
14265	NP_414661.2	90111086	7023	134388	134750	+	b0119	yacL	orf, hypothetical protein (VIMSS)	COG3112	S	Uncharacterized protein conserved in bacteria					
14266	NP_414662.1	16128113	7023	135582	134788	-	b0120	speD	S-adenosylmethionine decarboxylase proenzyme (NCBI)	COG1586	E	S-adenosylmethionine decarboxylase	TIGR03331 S-adenosylmethionine decarboxylase proenzyme [speD]	Central intermediary metabolism:Polyamine biosynthesis	GO:0008295,GO:0004014	4.1.1.50	Adenosylmethionine decarboxylase.
14267	NP_414663.1	16128114	7023	136464	135598	-	b0121	speE	spermidine synthase (NCBI)	COG421	E	Spermidine synthase	TIGR00417 spermidine synthase [speE]	Central intermediary metabolism:Polyamine biosynthesis	GO:0004766	2.5.1.16	Spermidine synthase.
14268	NP_414664.4	90111087	7023	136917	136570	-	b0122	yacC	orf, hypothetical protein (VIMSS)								
14269	NP_414665.1	16128116	7023	137083	138633	+	b0123	cueO	multicopper oxidase (laccase) (NCBI)	COG2132	Q	Putative multicopper oxidases			GO:0005507,GO:0016491		
14270	NP_414666.1	16128117	7023	141225	138835	-	b0124	gcd	glucose dehydrogenase (NCBI)	COG4993	G	Glucose dehydrogenase	TIGR03074 membrane-bound PQQ-dependent dehydrogenase, glucose/quinate/shikimate family		GO:0006118,GO:0030288,GO:0008876	1.1.5.2	Quinoprotein glucose dehydrogenase.
14271	NP_414667.4	90111088	7023	141431	141967	+	b0125	hpt	hypoxanthine phosphoribosyltransferase (VIMSS)	COG634	F	Hypoxanthine-guanine phosphoribosyltransferase	TIGR01203 hypoxanthine phosphoribosyltransferase [hpt]	Purines, pyrimidines, nucleosides, and nucleotides:Salvage of nucleosides and nucleotides	GO:0006166,GO:0005737,GO:0004422	2.4.2.8	Hypoxanthine phosphoribosyltransferase.
14272	NP_414668.1	16128119	7023	142670	142008	-	b0126	can	carbonic anhydrase (NCBI)	COG288	P	Carbonic anhydrase			GO:0015976,GO:0004089,GO:0008270	4.2.1.1	Carbonate dehydratase.
14273	NP_414669.1	16128120	7023	142779	143705	+	b0127	yadG	predicted transporter subunit: ATP-binding component of ABC superfamily (NCBI)	COG1131	V	ABC-type multidrug transport system, ATPase component			GO:0005524,GO:0016887		
14274	NP_414670.1	16128121	7023	143702	144472	+	b0128	yadH	predicted transporter subunit: membrane component of ABC superfamily (NCBI)	COG842	V	ABC-type multidrug transport system, permease component			GO:0006810,GO:0016020,GO:0005524,GO:0042626		
14275	NP_414671.1	16128122	7023	144577	145017	+	b0129	yadI	predicted PTS Enzyme IIA (NCBI)	COG2893	G	Phosphotransferase system, mannose/fructose-specific component IIA			GO:0009401,GO:0009357,GO:0016021,GO:0008982	2.7.1.69	Protein-N(pi)-phosphohistidine--sugar phosphotransferase.
14276	NP_414672.1	16128123	7023	145081	146310	+	b0130	yadE	predicted polysaccharide deacetylase lipoprotein (NCBI)	COG726	G	Predicted xylanase/chitin deacetylase			GO:0005975,GO:0016810		
14277	NP_414673.1	16128124	7023	146694	146314	-	b0131	panD	aspartate 1-decarboxylase precursor (NCBI)	COG853	H	Aspartate 1-decarboxylase	TIGR00223 aspartate 1-decarboxylase [panD]	Biosynthesis of cofactors, prosthetic groups, and carriers:Pantothenate and coenzyme A	GO:0006523,GO:0004068,GO:0005488	4.1.1.11	Aspartate 1-decarboxylase.
14278	NP_414674.1	16128125	7023	146968	147870	+	b0132	yadD	predicted transposase (NCBI)	COG5464	S	Uncharacterized conserved protein	TIGR01784 conserved hypothetical protein				
14279	NP_414675.1	16128126	7023	148795	147944	-	b0133	panC	pantoate--beta-alanine ligase (NCBI)	COG414	H	Panthothenate synthetase	TIGR00018 pantoate--beta-alanine ligase [panC],TIGR00125 cytidyltransferase-related domain	Biosynthesis of cofactors, prosthetic groups, and carriers:Pantothenate and coenzyme A	GO:0015940,GO:0004592	6.3.2.1	Pantoate--beta-alanine ligase.
14280	NP_414676.1	16128127	7023	149601	148807	-	b0134	panB	3-methyl-2-oxobutanoate hydroxymethyltransferase (NCBI)	COG413	H	Ketopantoate hydroxymethyltransferase	TIGR00222 3-methyl-2-oxobutanoate hydroxymethyltransferase [panB]	Biosynthesis of cofactors, prosthetic groups, and carriers:Pantothenate and coenzyme A	GO:0015940,GO:0003864	2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase.
14281	NP_414677.1	16128128	7023	150953	149715	-	b0135	yadC	predicted fimbrial-like adhesin protein (NCBI)	COG3539	NU	P pilus assembly protein, pilin FimA					
14282	NP_414678.1	16128129	7023	151599	151003	-	b0136	yadK	predicted fimbrial-like adhesin protein (NCBI)	COG3539	NU	P pilus assembly protein, pilin FimA					
14283	NP_414679.1	16128130	7023	152231	151626	-	b0137	yadL	predicted fimbrial-like adhesin protein (NCBI)								
14284	NP_414680.4	90111089	7023	152812	152243	-	b0138	yadM	putative fimbrial-like protein (VIMSS)	COG3539	NU	P pilus assembly protein, pilin FimA			GO:0007155,GO:0009289		
14285	NP_414681.1	16128132	7023	155426	152829	-	b0139	htrE	predicted outer membrane usher protein (NCBI)	COG3188	NU	P pilus assembly protein, porin PapC			GO:0006810,GO:0016020,GO:0005215		
14286	NP_414682.1	16128133	7023	156201	155461	-	b0140	ecpD	predicted periplasmic pilin chaperone (NCBI)	COG3121	NU	P pilus assembly protein, chaperone PapD			GO:0007047,GO:0030288,GO:0005515		
14287	NP_414683.1	16128134	7023	156883	156299	-	b0141	yadN	predicted fimbrial-like adhesin protein (NCBI)	COG3539	NU	P pilus assembly protein, pilin FimA			GO:0007155,GO:0009289		
14288	NP_414684.1	16128135	7023	157732	157253	-	b0142	folK	2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase (NCBI)	COG801	H	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase	TIGR01498 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase [folK]	Biosynthesis of cofactors, prosthetic groups, and carriers:Folic acid	GO:0009396,GO:0003848	2.7.6.3	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase.
14289	NP_414685.4	90111090	7023	159126	157729	-	b0143	pcnB	poly(A) polymerase I (VIMSS)	COG617	J	tRNA nucleotidyltransferase/poly(A) polymerase	TIGR01942 poly(A) polymerase [pcnB]		GO:0006378,GO:0003723,GO:0004652	2.7.7.19	Polynucleotide adenylyltransferase.
14290	NP_414686.3	226524698	7023	160112	159186	-	b0144	yadB	glutamyl-Q tRNA(Asp) synthetase (RefSeq)	COG8	J	Glutamyl- and glutaminyl-tRNA synthetases	TIGR03838 glutamyl-queuosine tRNA(Asp) synthetase [gluQ]	Protein synthesis:tRNA and rRNA base modification	GO:0006424,GO:0009332,GO:0005737,GO:0004812,GO:0004818,GO:0005524	6.1.1.-,6.1.1.17	,Glutamate--tRNA ligase.
14291	NP_414687.1	16128138	7023	160604	160149	-	b0145	dksA	DNA-binding transcriptional regulator of rRNA transcription, DnaK suppressor protein (NCBI)	COG1734	T	DnaK suppressor protein	TIGR02420 RNA polymerase-binding protein DksA [dksA]	Regulatory functions:Small molecule interactions	GO:0008270		
14292	NP_414688.1	16128139	7023	161486	160782	-	b0146	sfsA	sugar fermentation stimulation protein A (NCBI)	COG1489	R	DNA-binding protein, stimulates sugar fermentation	TIGR00230 sugar fermentation stimulation protein [sfsA]	Regulatory functions:Other			
14293	NP_414689.4	90111091	7023	162031	161501	-	b0147	yadP	orf, hypothetical protein (VIMSS)	COG1514	J	2'-5' RNA ligase	TIGR02258 2'-5' RNA ligase	Transcription:RNA processing	GO:0016070,GO:0005622,GO:0008664	6.5.1.-	
14294	NP_414690.4	90111092	7023	162105	164534	+	b0148	hrpB	helicase, ATP-dependent (VIMSS)	COG1643	L	HrpA-like helicases	TIGR01970 ATP-dependent helicase HrpB [hrpB]	Unknown function:Enzymes of unknown specificity	GO:0003676,GO:0005524,GO:0008026	3.6.1.-	
14295	NP_414691.1	16128142	7023	164730	167264	+	b0149	mrcB	penicillin-binding protein 1b (NCBI)	COG744	M	Membrane carboxypeptidase (penicillin-binding protein)	TIGR02071 penicillin-binding protein 1B [mrcB]	Cell envelope:Biosynthesis and degradation of murein sacculus and peptidoglycan	GO:0046677,GO:0009252,GO:0009274,GO:0008233,GO:0008658,GO:0008955	2.4.1.129	Peptidoglycan glycosyltransferase.
14296	NP_414692.1	16128143	7023	167484	169727	+	b0150	fhuA	ferrichrome outer membrane transporter (NCBI)	COG1629	P	Outer membrane receptor proteins, mostly Fe transport	TIGR01783 TonB-dependent siderophore receptor	Transport and binding proteins:Porins	GO:0015891,GO:0016020,GO:0004872,GO:0005506,GO:0015343		
14297	NP_414693.1	16128144	7023	169778	170575	+	b0151	fhuC	iron-hydroxamate transporter subunit (NCBI)	COG1120	PH	ABC-type cobalamin/Fe3+-siderophores transport systems, ATPase components			GO:0005524,GO:0015623	3.6.3.34	Iron-chelate-transporting ATPase.
14298	NP_414694.1	16128145	7023	170575	171465	+	b0152	fhuD	iron-hydroxamate transporter subunit (NCBI)	COG614	P	ABC-type Fe3+-hydroxamate transport system, periplasmic component			GO:0006827,GO:0005381		
14299	NP_414695.1	16128146	7023	171462	173444	+	b0153	fhuB	fused iron-hydroxamate transporter subunits of ABC superfamily: membrane components (NCBI)	COG609	P	ABC-type Fe3+-siderophore transport system, permease component			GO:0006810,GO:0016020,GO:0005215		
14300	NP_414696.1	16128147	7023	174882	173602	-	b0154	hemL	glutamate-1-semialdehyde aminotransferase (NCBI)	COG1	H	Glutamate-1-semialdehyde aminotransferase	TIGR00713 glutamate-1-semialdehyde-2,1-aminomutase [hemL]	Biosynthesis of cofactors, prosthetic groups, and carriers:Heme, porphyrin, and cobalamin	GO:0033014,GO:0008483,GO:0030170,GO:0042286	5.4.3.8	Glutamate-1-semialdehyde 2,1-aminomutase.
14301	NP_414697.1	16128148	7023	175107	176528	+	b0155	clcA	chloride channel protein (NCBI)	COG38	P	Chloride channel protein EriC			GO:0006821,GO:0016020,GO:0005247		
14302	NP_414698.1	16128149	7023	176610	176954	+	b0156	yadR	hypothetical protein (NCBI)	COG316	S	Uncharacterized conserved protein	TIGR00049 iron-sulfur cluster assembly accessory protein	Biosynthesis of cofactors, prosthetic groups, and carriers:Other			
14303	NP_414699.1	16128150	7023	177624	177001	-	b0157	yadS	conserved inner membrane protein (NCBI)	COG2860	S	Predicted membrane protein					
14304	NP_414700.1	16128151	7023	178462	177662	-	b0158	btuF	vitamin B12-transporter protein BtuF (NCBI)	COG614	P	ABC-type Fe3+-hydroxamate transport system, periplasmic component			GO:0006827,GO:0005381		
14305	NP_414701.1	16128152	7023	179153	178455	-	b0159	pfs	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase (NCBI)	COG775	F	Nucleoside phosphorylase	TIGR01704 MTA/SAH nucleosidase [mtnN]	Purines, pyrimidines, nucleosides, and nucleotides:Salvage of nucleosides and nucleotides	GO:0009164,GO:0019509,GO:0008782,GO:0008930	3.2.2.16,3.2.2.9	Methylthioadenosine nucleosidase.,Adenosylhomocysteine nucleosidase.
14306	NP_414702.1	16128153	7023	179237	180754	+	b0160	dgt	deoxyguanosinetriphosphate triphosphohydrolase (NCBI)	COG232	F	dGTP triphosphohydrolase	TIGR01353 putative dGTPase [dgt]	Purines, pyrimidines, nucleosides, and nucleotides:Nucleotide and nucleoside interconversions	GO:0046039,GO:0000287,GO:0008832	3.1.5.1	dGTPase.
14307	NP_414703.1	16128154	7023	180884	182308	+	b0161	degP	serine endoprotease (protease Do), membrane-associated (NCBI)	COG265	O	Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain	TIGR02037 protease Do	Protein fate:Degradation of proteins, peptides, and glycopeptides	GO:0006508,GO:0004252,GO:0005515	3.4.21.-	
14308	NP_414704.4	90111093	7023	182463	183620	+	b0162	yaeG	orf, hypothetical protein (VIMSS)	COG3835	KT	Sugar diacid utilization regulator					
14309	NP_414705.1	16128156	7023	184095	183709	-	b0163	yaeH	hypothetical protein (NCBI)								
14310	NP_414706.2	90111094	7023	185069	184257	-	b0164	yaeI	orf, hypothetical protein (VIMSS)	COG1408	R	Predicted phosphohydrolases			GO:0016787		
14312	NP_414708.1	16128159	7023	185947	185123	-	b0166	dapD	2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase (NCBI)	COG2171	E	Tetrahydrodipicolinate N-succinyltransferase	TIGR00965 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [dapD]	Amino acid biosynthesis:Aspartate family	GO:0009089,GO:0008666,GO:0016757	2.3.1.117	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase.
14313	NP_414709.1	16128160	7023	188650	185978	-	b0167	glnD	PII uridylyl-transferase (NCBI)	COG2844	O	UTP:GlnB (protein PII) uridylyltransferase	TIGR01693 protein-P-II uridylyltransferase [glnD]	Regulatory functions:Protein interactions	GO:0006807,GO:0008773,GO:0016597	2.7.7.59	[Protein-PII] uridylyltransferase.
14314	NP_414710.1	16128161	7023	189506	188712	-	b0168	map	methionine aminopeptidase (NCBI)	COG24	J	Methionine aminopeptidase	TIGR00500 methionine aminopeptidase, type I [map]	Protein fate:Protein modification and repair	GO:0006508,GO:0004239	3.4.11.18	Methionyl aminopeptidase.
1936221			7023	189712	189847	+	b4414	tff	unknown RNA (NCBI)								
14315	NP_414711.1	16128162	7023	189874	190599	+	b0169	rpsB	30S ribosomal protein S2 (NCBI)	COG52	J	Ribosomal protein S2	TIGR01011 ribosomal protein S2 [rpsB]	Protein synthesis:Ribosomal proteins: synthesis and modification	GO:0006412,GO:0015935,GO:0003735		
14316	NP_414712.1	16128163	7023	190857	191708	+	b0170	tsf	elongation factor Ts (NCBI)	COG264	J	Translation elongation factor Ts	TIGR00116 translation elongation factor Ts [tsf]	Protein synthesis:Translation factors	GO:0006414,GO:0005622,GO:0003746		
14317	NP_414713.1	16128164	7023	191855	192580	+	b0171	pyrH	uridylate kinase (NCBI)	COG528	F	Uridylate kinase	TIGR02075 UMP kinase [pyrH]	Purines, pyrimidines, nucleosides, and nucleotides:Nucleotide and nucleoside interconversions	GO:0006221,GO:0008652,GO:0009041	2.7.4.22	UMP kinase.
14318	NP_414714.1	16128165	7023	192872	193429	+	b0172	frr	ribosome releasing factor (NCBI)	COG233	J	Ribosome recycling factor	TIGR00496 ribosome recycling factor [frr]	Protein synthesis:Translation factors	GO:0006412		
14319	NP_414715.1	16128166	7023	193521	194717	+	b0173	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase (NCBI)	COG743	I	1-deoxy-D-xylulose 5-phosphate reductoisomerase	TIGR00243 1-deoxy-D-xylulose 5-phosphate reductoisomerase [dxr]	Biosynthesis of cofactors, prosthetic groups, and carriers:Other	GO:0008299,GO:0030604	1.1.1.267	1-deoxy-D-xylulose-5-phosphate reductoisomerase.
14320	NP_414716.1	16128167	7023	194903	195664	+	b0174	ispU	undecaprenyl pyrophosphate synthase (NCBI)	COG20	I	Undecaprenyl pyrophosphate synthase	TIGR00055 di-trans,poly-cis-decaprenylcistransferase [uppS]	Cell envelope:Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides	GO:0008152,GO:0008834	2.5.1.31	Di-trans,poly-cis-decaprenylcistransferase.
14321	NP_414717.2	90111095	7023	195677	196534	+	b0175	cdsA	CDP-diglyceride synthetase (VIMSS)	COG575	I	CDP-diglyceride synthetase			GO:0008654,GO:0016020,GO:0004605	2.7.7.41	Phosphatidate cytidylyltransferase.
14322	NP_414718.1	16128169	7023	196546	197898	+	b0176	yaeL	zinc metallopeptidase (NCBI)	COG750	M	Predicted membrane-associated Zn-dependent proteases 1	TIGR00054 RIP metalloprotease RseP [rseP]	Protein fate:Degradation of proteins, peptides, and glycopeptides	GO:0006508,GO:0016021,GO:0004222,GO:0005515,GO:0008270	3.4.24.-	
14323	NP_414719.1	16128170	7023	197928	200360	+	b0177	yaeT	hypothetical protein (NCBI)	COG4775	M	Outer membrane protein/protective antigen OMA87	TIGR03303 outer membrane protein assembly complex, YaeT protein [yaeT]	Protein fate:Protein and peptide secretion and trafficking	GO:0019867		
14324	NP_414720.1	16128171	7023	200482	200967	+	b0178	hlpA	periplasmic chaperone (NCBI)	COG2825	M	Outer membrane protein			GO:0005515		
